Fragment Size,Count,Range,Group,BAM File
94877,1,>1000,Plasma,E27-plasma.bam
4594,1,>1000,Plasma,E27-plasma.bam
965562,1,>1000,Plasma,E27-plasma.bam
12812,1,>1000,Plasma,E27-plasma.bam
12950,1,>1000,Plasma,E27-plasma.bam
12807,1,>1000,Plasma,E27-plasma.bam
12782,1,>1000,Plasma,E27-plasma.bam
12806,1,>1000,Plasma,E27-plasma.bam
12808,1,>1000,Plasma,E27-plasma.bam
12951,1,>1000,Plasma,E27-plasma.bam
12786,1,>1000,Plasma,E27-plasma.bam
8957,1,>1000,Plasma,E27-plasma.bam
9115,1,>1000,Plasma,E27-plasma.bam
938158,1,>1000,Plasma,E27-plasma.bam
12781,1,>1000,Plasma,E27-plasma.bam
431540,1,>1000,Plasma,E27-plasma.bam
431617,1,>1000,Plasma,E27-plasma.bam
434028,1,>1000,Plasma,E27-plasma.bam
433467,1,>1000,Plasma,E27-plasma.bam
15650970,1,>1000,Plasma,E27-plasma.bam
30195110,1,>1000,Plasma,E27-plasma.bam
16008038,1,>1000,Plasma,E27-plasma.bam
15791652,1,>1000,Plasma,E27-plasma.bam
30197397,1,>1000,Plasma,E27-plasma.bam
15712759,1,>1000,Plasma,E27-plasma.bam
951563,1,>1000,Plasma,E27-plasma.bam
1113646,1,>1000,Plasma,E27-plasma.bam
1060515,1,>1000,Plasma,E27-plasma.bam
770062,1,>1000,Plasma,E27-plasma.bam
775687,1,>1000,Plasma,E27-plasma.bam
775752,1,>1000,Plasma,E27-plasma.bam
18248,1,>1000,Plasma,E27-plasma.bam
45091412,1,>1000,Plasma,E27-plasma.bam
12971,1,>1000,Plasma,E27-plasma.bam
12940,1,>1000,Plasma,E27-plasma.bam
15835727,1,>1000,Plasma,E27-plasma.bam
15835567,1,>1000,Plasma,E27-plasma.bam
15687513,1,>1000,Plasma,E27-plasma.bam
15687509,1,>1000,Plasma,E27-plasma.bam
15687556,1,>1000,Plasma,E27-plasma.bam
15349940,1,>1000,Plasma,E27-plasma.bam
15984500,1,>1000,Plasma,E27-plasma.bam
15881507,1,>1000,Plasma,E27-plasma.bam
15667343,1,>1000,Plasma,E27-plasma.bam
15344698,1,>1000,Plasma,E27-plasma.bam
15344769,1,>1000,Plasma,E27-plasma.bam
15344811,1,>1000,Plasma,E27-plasma.bam
15886293,1,>1000,Plasma,E27-plasma.bam
15603690,1,>1000,Plasma,E27-plasma.bam
15603697,1,>1000,Plasma,E27-plasma.bam
15651033,1,>1000,Plasma,E27-plasma.bam
15862943,1,>1000,Plasma,E27-plasma.bam
12990,1,>1000,Plasma,E27-plasma.bam
12852,1,>1000,Plasma,E27-plasma.bam
15843760,1,>1000,Plasma,E27-plasma.bam
15843762,1,>1000,Plasma,E27-plasma.bam
15843326,1,>1000,Plasma,E27-plasma.bam
15843373,1,>1000,Plasma,E27-plasma.bam
15980501,1,>1000,Plasma,E27-plasma.bam
30184070,1,>1000,Plasma,E27-plasma.bam
15875924,1,>1000,Plasma,E27-plasma.bam
15796950,1,>1000,Plasma,E27-plasma.bam
14925360,1,>1000,Plasma,E27-plasma.bam
15794071,1,>1000,Plasma,E27-plasma.bam
15345944,1,>1000,Plasma,E27-plasma.bam
15707787,1,>1000,Plasma,E27-plasma.bam
15776825,1,>1000,Plasma,E27-plasma.bam
15646614,1,>1000,Plasma,E27-plasma.bam
15767800,1,>1000,Plasma,E27-plasma.bam
15809246,1,>1000,Plasma,E27-plasma.bam
15356129,1,>1000,Plasma,E27-plasma.bam
15362223,1,>1000,Plasma,E27-plasma.bam
15362228,1,>1000,Plasma,E27-plasma.bam
15971589,1,>1000,Plasma,E27-plasma.bam
15965998,1,>1000,Plasma,E27-plasma.bam
15659694,1,>1000,Plasma,E27-plasma.bam
15659738,1,>1000,Plasma,E27-plasma.bam
15864606,1,>1000,Plasma,E27-plasma.bam
16027078,1,>1000,Plasma,E27-plasma.bam
15124470,1,>1000,Plasma,E27-plasma.bam
30182330,1,>1000,Plasma,E27-plasma.bam
15898130,1,>1000,Plasma,E27-plasma.bam
15767841,1,>1000,Plasma,E27-plasma.bam
15698840,1,>1000,Plasma,E27-plasma.bam
15897798,1,>1000,Plasma,E27-plasma.bam
15818778,1,>1000,Plasma,E27-plasma.bam
15871499,1,>1000,Plasma,E27-plasma.bam
15668263,1,>1000,Plasma,E27-plasma.bam
15871554,1,>1000,Plasma,E27-plasma.bam
15652315,1,>1000,Plasma,E27-plasma.bam
15670180,1,>1000,Plasma,E27-plasma.bam
15815008,1,>1000,Plasma,E27-plasma.bam
15919367,1,>1000,Plasma,E27-plasma.bam
15919431,1,>1000,Plasma,E27-plasma.bam
15770652,1,>1000,Plasma,E27-plasma.bam
15862324,1,>1000,Plasma,E27-plasma.bam
30166867,1,>1000,Plasma,E27-plasma.bam
16035402,1,>1000,Plasma,E27-plasma.bam
15704012,1,>1000,Plasma,E27-plasma.bam
45144567,1,>1000,Plasma,E27-plasma.bam
45124421,1,>1000,Plasma,E27-plasma.bam
46145869,1,>1000,Plasma,E27-plasma.bam
45115560,1,>1000,Plasma,E27-plasma.bam
45115617,1,>1000,Plasma,E27-plasma.bam
45104945,1,>1000,Plasma,E27-plasma.bam
45104972,1,>1000,Plasma,E27-plasma.bam
45134103,1,>1000,Plasma,E27-plasma.bam
45027830,1,>1000,Plasma,E27-plasma.bam
45020593,1,>1000,Plasma,E27-plasma.bam
130156,1,>1000,Plasma,E27-plasma.bam
44958258,1,>1000,Plasma,E27-plasma.bam
44958103,1,>1000,Plasma,E27-plasma.bam
15821648,1,>1000,Plasma,E27-plasma.bam
15882121,1,>1000,Plasma,E27-plasma.bam
15882142,1,>1000,Plasma,E27-plasma.bam
46146536,1,>1000,Plasma,E27-plasma.bam
45108577,1,>1000,Plasma,E27-plasma.bam
5770,1,>1000,Plasma,E27-plasma.bam
5935,1,>1000,Plasma,E27-plasma.bam
46147789,1,>1000,Plasma,E27-plasma.bam
45536386,1,>1000,Plasma,E27-plasma.bam
45815400,1,>1000,Plasma,E27-plasma.bam
45534300,1,>1000,Plasma,E27-plasma.bam
45526743,1,>1000,Plasma,E27-plasma.bam
45526589,1,>1000,Plasma,E27-plasma.bam
45081679,1,>1000,Plasma,E27-plasma.bam
45144549,1,>1000,Plasma,E27-plasma.bam
45144563,1,>1000,Plasma,E27-plasma.bam
45124372,1,>1000,Plasma,E27-plasma.bam
45144576,1,>1000,Plasma,E27-plasma.bam
45144555,1,>1000,Plasma,E27-plasma.bam
45866455,1,>1000,Plasma,E27-plasma.bam
45862833,1,>1000,Plasma,E27-plasma.bam
45847428,1,>1000,Plasma,E27-plasma.bam
46183325,1,>1000,Plasma,E27-plasma.bam
2721,1,>1000,Plasma,E27-plasma.bam
46041730,1,>1000,Plasma,E27-plasma.bam
45895464,1,>1000,Plasma,E27-plasma.bam
45896320,1,>1000,Plasma,E27-plasma.bam
45535475,1,>1000,Plasma,E27-plasma.bam
3005,1,>1000,Plasma,E27-plasma.bam
2983,1,>1000,Plasma,E27-plasma.bam
2968,1,>1000,Plasma,E27-plasma.bam
46146695,1,>1000,Plasma,E27-plasma.bam
46146500,1,>1000,Plasma,E27-plasma.bam
46201208,1,>1000,Plasma,E27-plasma.bam
46146531,1,>1000,Plasma,E27-plasma.bam
46053050,1,>1000,Plasma,E27-plasma.bam
45949233,1,>1000,Plasma,E27-plasma.bam
45949060,1,>1000,Plasma,E27-plasma.bam
46062982,1,>1000,Plasma,E27-plasma.bam
45540221,1,>1000,Plasma,E27-plasma.bam
30195021,1,>1000,Plasma,E27-plasma.bam
46072837,1,>1000,Plasma,E27-plasma.bam
46075042,1,>1000,Plasma,E27-plasma.bam
45933064,1,>1000,Plasma,E27-plasma.bam
45908331,1,>1000,Plasma,E27-plasma.bam
46028603,1,>1000,Plasma,E27-plasma.bam
46060063,1,>1000,Plasma,E27-plasma.bam
45954620,1,>1000,Plasma,E27-plasma.bam
45954468,1,>1000,Plasma,E27-plasma.bam
45540603,1,>1000,Plasma,E27-plasma.bam
45866453,1,>1000,Plasma,E27-plasma.bam
45820391,1,>1000,Plasma,E27-plasma.bam
1414,1,>1000,Plasma,E27-plasma.bam
94776,1,>1000,Plasma,E27-plasma.bam
48654,1,>1000,Plasma,E27-plasma.bam
19818,1,>1000,Plasma,E27-plasma.bam
1876,1,>1000,Plasma,E27-plasma.bam
39746,1,>1000,Plasma,E27-plasma.bam
36003,1,>1000,Plasma,E27-plasma.bam
35835,1,>1000,Plasma,E27-plasma.bam
61022,1,>1000,Plasma,E27-plasma.bam
61178,1,>1000,Plasma,E27-plasma.bam
6256,1,>1000,Plasma,E27-plasma.bam
36001,1,>1000,Plasma,E27-plasma.bam
68615,1,>1000,Plasma,E27-plasma.bam
30946,1,>1000,Plasma,E27-plasma.bam
46022064,1,>1000,Plasma,E27-plasma.bam
45523990,1,>1000,Plasma,E27-plasma.bam
45524074,1,>1000,Plasma,E27-plasma.bam
45518514,1,>1000,Plasma,E27-plasma.bam
45856896,1,>1000,Plasma,E27-plasma.bam
45856906,1,>1000,Plasma,E27-plasma.bam
45863244,1,>1000,Plasma,E27-plasma.bam
45863227,1,>1000,Plasma,E27-plasma.bam
45856755,1,>1000,Plasma,E27-plasma.bam
45863110,1,>1000,Plasma,E27-plasma.bam
45862617,1,>1000,Plasma,E27-plasma.bam
3232,1,>1000,Plasma,E27-plasma.bam
46149641,1,>1000,Plasma,E27-plasma.bam
45805457,1,>1000,Plasma,E27-plasma.bam
3500,1,>1000,Plasma,E27-plasma.bam
46013050,1,>1000,Plasma,E27-plasma.bam
46013039,1,>1000,Plasma,E27-plasma.bam
45528759,1,>1000,Plasma,E27-plasma.bam
45511753,1,>1000,Plasma,E27-plasma.bam
45516344,1,>1000,Plasma,E27-plasma.bam
45530023,1,>1000,Plasma,E27-plasma.bam
45526783,1,>1000,Plasma,E27-plasma.bam
45528455,1,>1000,Plasma,E27-plasma.bam
45509820,1,>1000,Plasma,E27-plasma.bam
3064,1,>1000,Plasma,E27-plasma.bam
7992,1,>1000,Plasma,E27-plasma.bam
45929466,1,>1000,Plasma,E27-plasma.bam
45929297,1,>1000,Plasma,E27-plasma.bam
45929287,1,>1000,Plasma,E27-plasma.bam
45509270,1,>1000,Plasma,E27-plasma.bam
45512818,1,>1000,Plasma,E27-plasma.bam
45512887,1,>1000,Plasma,E27-plasma.bam
13769,1,>1000,Plasma,E27-plasma.bam
3311,1,>1000,Plasma,E27-plasma.bam
8059,1,>1000,Plasma,E27-plasma.bam
76860,1,>1000,Plasma,E27-plasma.bam
10874,1,>1000,Plasma,E27-plasma.bam
99659,1,>1000,Plasma,E27-plasma.bam
235413275,1,>1000,Plasma,E27-plasma.bam
235413286,1,>1000,Plasma,E27-plasma.bam
7426,1,>1000,Plasma,E27-plasma.bam
7452,1,>1000,Plasma,E27-plasma.bam
45529885,1,>1000,Plasma,E27-plasma.bam
45529902,1,>1000,Plasma,E27-plasma.bam
45529865,1,>1000,Plasma,E27-plasma.bam
45516844,1,>1000,Plasma,E27-plasma.bam
45516830,1,>1000,Plasma,E27-plasma.bam
45516897,1,>1000,Plasma,E27-plasma.bam
45529202,1,>1000,Plasma,E27-plasma.bam
45517658,1,>1000,Plasma,E27-plasma.bam
4875,1,>1000,Plasma,E27-plasma.bam
4757,1,>1000,Plasma,E27-plasma.bam
7430,1,>1000,Plasma,E27-plasma.bam
7415,1,>1000,Plasma,E27-plasma.bam
7444,1,>1000,Plasma,E27-plasma.bam
45529898,1,>1000,Plasma,E27-plasma.bam
45529881,1,>1000,Plasma,E27-plasma.bam
45529887,1,>1000,Plasma,E27-plasma.bam
45529892,1,>1000,Plasma,E27-plasma.bam
45529866,1,>1000,Plasma,E27-plasma.bam
45529872,1,>1000,Plasma,E27-plasma.bam
45529868,1,>1000,Plasma,E27-plasma.bam
7451,1,>1000,Plasma,E27-plasma.bam
7445,1,>1000,Plasma,E27-plasma.bam
3162,1,>1000,Plasma,E27-plasma.bam
45534593,1,>1000,Plasma,E27-plasma.bam
45537956,1,>1000,Plasma,E27-plasma.bam
45537972,1,>1000,Plasma,E27-plasma.bam
45521633,1,>1000,Plasma,E27-plasma.bam
8063,1,>1000,Plasma,E27-plasma.bam
45542637,1,>1000,Plasma,E27-plasma.bam
45534405,1,>1000,Plasma,E27-plasma.bam
45542046,1,>1000,Plasma,E27-plasma.bam
45533910,1,>1000,Plasma,E27-plasma.bam
45533989,1,>1000,Plasma,E27-plasma.bam
45520953,1,>1000,Plasma,E27-plasma.bam
45520971,1,>1000,Plasma,E27-plasma.bam
45532916,1,>1000,Plasma,E27-plasma.bam
45532968,1,>1000,Plasma,E27-plasma.bam
45541008,1,>1000,Plasma,E27-plasma.bam
45540478,1,>1000,Plasma,E27-plasma.bam
15744,1,>1000,Plasma,E27-plasma.bam
516461,1,>1000,Plasma,E27-plasma.bam
6771,1,>1000,Plasma,E27-plasma.bam
6616,1,>1000,Plasma,E27-plasma.bam
28263,1,>1000,Plasma,E27-plasma.bam
515448,1,>1000,Plasma,E27-plasma.bam
7677,1,>1000,Plasma,E27-plasma.bam
22825,1,>1000,Plasma,E27-plasma.bam
45524372,1,>1000,Plasma,E27-plasma.bam
45538147,1,>1000,Plasma,E27-plasma.bam
45536763,1,>1000,Plasma,E27-plasma.bam
45525693,1,>1000,Plasma,E27-plasma.bam
45525727,1,>1000,Plasma,E27-plasma.bam
45525760,1,>1000,Plasma,E27-plasma.bam
9995,1,>1000,Plasma,E27-plasma.bam
11311,1,>1000,Plasma,E27-plasma.bam
166,1207522,100-200,Plasma,H7-plasma.bam
165,1204428,100-200,Plasma,H7-plasma.bam
167,1173915,100-200,Plasma,H7-plasma.bam
164,1140754,100-200,Plasma,H7-plasma.bam
168,1126396,100-200,Plasma,H7-plasma.bam
169,1067799,100-200,Plasma,H7-plasma.bam
163,1056853,100-200,Plasma,H7-plasma.bam
162,991238,100-200,Plasma,H7-plasma.bam
170,989659,100-200,Plasma,H7-plasma.bam
161,951052,100-200,Plasma,H7-plasma.bam
171,916440,100-200,Plasma,H7-plasma.bam
160,908368,100-200,Plasma,H7-plasma.bam
159,857705,100-200,Plasma,H7-plasma.bam
172,846788,100-200,Plasma,H7-plasma.bam
158,799687,100-200,Plasma,H7-plasma.bam
173,794449,100-200,Plasma,H7-plasma.bam
174,752407,100-200,Plasma,H7-plasma.bam
157,746584,100-200,Plasma,H7-plasma.bam
153,717926,100-200,Plasma,H7-plasma.bam
152,717349,100-200,Plasma,H7-plasma.bam
156,710582,100-200,Plasma,H7-plasma.bam
175,708554,100-200,Plasma,H7-plasma.bam
154,692886,100-200,Plasma,H7-plasma.bam
155,691851,100-200,Plasma,H7-plasma.bam
142,687324,100-200,Plasma,H7-plasma.bam
143,683564,100-200,Plasma,H7-plasma.bam
151,683155,100-200,Plasma,H7-plasma.bam
144,670603,100-200,Plasma,H7-plasma.bam
176,665838,100-200,Plasma,H7-plasma.bam
141,663697,100-200,Plasma,H7-plasma.bam
145,656444,100-200,Plasma,H7-plasma.bam
150,642491,100-200,Plasma,H7-plasma.bam
146,628489,100-200,Plasma,H7-plasma.bam
149,612573,100-200,Plasma,H7-plasma.bam
177,609091,100-200,Plasma,H7-plasma.bam
147,600854,100-200,Plasma,H7-plasma.bam
148,596685,100-200,Plasma,H7-plasma.bam
140,588132,100-200,Plasma,H7-plasma.bam
178,555126,100-200,Plasma,H7-plasma.bam
134,517506,100-200,Plasma,H7-plasma.bam
139,503525,100-200,Plasma,H7-plasma.bam
179,500929,100-200,Plasma,H7-plasma.bam
133,495863,100-200,Plasma,H7-plasma.bam
135,449560,100-200,Plasma,H7-plasma.bam
180,448860,100-200,Plasma,H7-plasma.bam
138,428737,100-200,Plasma,H7-plasma.bam
132,412371,100-200,Plasma,H7-plasma.bam
181,403416,100-200,Plasma,H7-plasma.bam
136,396484,100-200,Plasma,H7-plasma.bam
137,392064,100-200,Plasma,H7-plasma.bam
182,361855,100-200,Plasma,H7-plasma.bam
183,326301,100-200,Plasma,H7-plasma.bam
131,326218,100-200,Plasma,H7-plasma.bam
184,295560,100-200,Plasma,H7-plasma.bam
185,274261,100-200,Plasma,H7-plasma.bam
130,262978,100-200,Plasma,H7-plasma.bam
122,255305,100-200,Plasma,H7-plasma.bam
186,254911,100-200,Plasma,H7-plasma.bam
123,247092,100-200,Plasma,H7-plasma.bam
187,233897,100-200,Plasma,H7-plasma.bam
129,222108,100-200,Plasma,H7-plasma.bam
121,219136,100-200,Plasma,H7-plasma.bam
188,216488,100-200,Plasma,H7-plasma.bam
124,201378,100-200,Plasma,H7-plasma.bam
128,198645,100-200,Plasma,H7-plasma.bam
189,196361,100-200,Plasma,H7-plasma.bam
127,185494,100-200,Plasma,H7-plasma.bam
190,177657,100-200,Plasma,H7-plasma.bam
125,172809,100-200,Plasma,H7-plasma.bam
126,170888,100-200,Plasma,H7-plasma.bam
120,166092,100-200,Plasma,H7-plasma.bam
191,159816,100-200,Plasma,H7-plasma.bam
192,142479,100-200,Plasma,H7-plasma.bam
119,130556,100-200,Plasma,H7-plasma.bam
193,129206,100-200,Plasma,H7-plasma.bam
194,117007,100-200,Plasma,H7-plasma.bam
118,110005,100-200,Plasma,H7-plasma.bam
195,106252,100-200,Plasma,H7-plasma.bam
112,101307,100-200,Plasma,H7-plasma.bam
117,100986,100-200,Plasma,H7-plasma.bam
111,98425,100-200,Plasma,H7-plasma.bam
196,98167,100-200,Plasma,H7-plasma.bam
116,97593,100-200,Plasma,H7-plasma.bam
113,92638,100-200,Plasma,H7-plasma.bam
197,91305,100-200,Plasma,H7-plasma.bam
115,90087,100-200,Plasma,H7-plasma.bam
114,86732,100-200,Plasma,H7-plasma.bam
198,86251,100-200,Plasma,H7-plasma.bam
110,82569,100-200,Plasma,H7-plasma.bam
199,79683,100-200,Plasma,H7-plasma.bam
59,77747,100-200,Plasma,H7-plasma.bam
60,77433,100-200,Plasma,H7-plasma.bam
61,76750,100-200,Plasma,H7-plasma.bam
58,76463,100-200,Plasma,H7-plasma.bam
200,73681,100-200,Plasma,H7-plasma.bam
62,73076,100-200,Plasma,H7-plasma.bam
63,70013,100-200,Plasma,H7-plasma.bam
64,68901,100-200,Plasma,H7-plasma.bam
201,67291,200-500,Plasma,H7-plasma.bam
109,66658,100-200,Plasma,H7-plasma.bam
65,66196,100-200,Plasma,H7-plasma.bam
57,66042,100-200,Plasma,H7-plasma.bam
56,64404,100-200,Plasma,H7-plasma.bam
66,62694,100-200,Plasma,H7-plasma.bam
55,61882,100-200,Plasma,H7-plasma.bam
202,61501,200-500,Plasma,H7-plasma.bam
67,60354,100-200,Plasma,H7-plasma.bam
70,59697,100-200,Plasma,H7-plasma.bam
69,58895,100-200,Plasma,H7-plasma.bam
68,58382,100-200,Plasma,H7-plasma.bam
108,57791,100-200,Plasma,H7-plasma.bam
203,56700,200-500,Plasma,H7-plasma.bam
71,56697,100-200,Plasma,H7-plasma.bam
72,54674,100-200,Plasma,H7-plasma.bam
80,54478,100-200,Plasma,H7-plasma.bam
81,54222,100-200,Plasma,H7-plasma.bam
74,53837,100-200,Plasma,H7-plasma.bam
73,53836,100-200,Plasma,H7-plasma.bam
79,52606,100-200,Plasma,H7-plasma.bam
103,52389,100-200,Plasma,H7-plasma.bam
101,52302,100-200,Plasma,H7-plasma.bam
75,52286,100-200,Plasma,H7-plasma.bam
102,52182,100-200,Plasma,H7-plasma.bam
204,51270,200-500,Plasma,H7-plasma.bam
78,50932,100-200,Plasma,H7-plasma.bam
107,50664,100-200,Plasma,H7-plasma.bam
54,50607,100-200,Plasma,H7-plasma.bam
77,50046,100-200,Plasma,H7-plasma.bam
76,49910,100-200,Plasma,H7-plasma.bam
104,49776,100-200,Plasma,H7-plasma.bam
91,49357,100-200,Plasma,H7-plasma.bam
0,48604,100-200,Plasma,H7-plasma.bam
92,48603,100-200,Plasma,H7-plasma.bam
100,47870,100-200,Plasma,H7-plasma.bam
106,47849,100-200,Plasma,H7-plasma.bam
82,47682,100-200,Plasma,H7-plasma.bam
105,47381,100-200,Plasma,H7-plasma.bam
205,46494,200-500,Plasma,H7-plasma.bam
90,44367,100-200,Plasma,H7-plasma.bam
93,43210,100-200,Plasma,H7-plasma.bam
206,43147,200-500,Plasma,H7-plasma.bam
83,43056,100-200,Plasma,H7-plasma.bam
99,42160,100-200,Plasma,H7-plasma.bam
89,40718,100-200,Plasma,H7-plasma.bam
207,40622,200-500,Plasma,H7-plasma.bam
84,40052,100-200,Plasma,H7-plasma.bam
94,37740,100-200,Plasma,H7-plasma.bam
85,37710,100-200,Plasma,H7-plasma.bam
208,37641,200-500,Plasma,H7-plasma.bam
98,37408,100-200,Plasma,H7-plasma.bam
86,36983,100-200,Plasma,H7-plasma.bam
96,36452,100-200,Plasma,H7-plasma.bam
88,36180,100-200,Plasma,H7-plasma.bam
97,35487,100-200,Plasma,H7-plasma.bam
95,35166,100-200,Plasma,H7-plasma.bam
87,35149,100-200,Plasma,H7-plasma.bam
209,33749,200-500,Plasma,H7-plasma.bam
210,31645,200-500,Plasma,H7-plasma.bam
211,28959,200-500,Plasma,H7-plasma.bam
212,26782,200-500,Plasma,H7-plasma.bam
213,24468,200-500,Plasma,H7-plasma.bam
214,21488,200-500,Plasma,H7-plasma.bam
215,19570,200-500,Plasma,H7-plasma.bam
216,17603,200-500,Plasma,H7-plasma.bam
217,16520,200-500,Plasma,H7-plasma.bam
218,14888,200-500,Plasma,H7-plasma.bam
219,13650,200-500,Plasma,H7-plasma.bam
220,12406,200-500,Plasma,H7-plasma.bam
221,11448,200-500,Plasma,H7-plasma.bam
222,10348,200-500,Plasma,H7-plasma.bam
223,9360,200-500,Plasma,H7-plasma.bam
224,8199,200-500,Plasma,H7-plasma.bam
225,7548,200-500,Plasma,H7-plasma.bam
226,7031,200-500,Plasma,H7-plasma.bam
227,6444,200-500,Plasma,H7-plasma.bam
228,5741,200-500,Plasma,H7-plasma.bam
229,5286,200-500,Plasma,H7-plasma.bam
230,5044,200-500,Plasma,H7-plasma.bam
231,4841,200-500,Plasma,H7-plasma.bam
232,4184,200-500,Plasma,H7-plasma.bam
233,3800,200-500,Plasma,H7-plasma.bam
234,3499,200-500,Plasma,H7-plasma.bam
235,3148,200-500,Plasma,H7-plasma.bam
236,2773,200-500,Plasma,H7-plasma.bam
237,2603,200-500,Plasma,H7-plasma.bam
238,2469,200-500,Plasma,H7-plasma.bam
240,2195,200-500,Plasma,H7-plasma.bam
239,2168,200-500,Plasma,H7-plasma.bam
241,2020,200-500,Plasma,H7-plasma.bam
242,2018,200-500,Plasma,H7-plasma.bam
243,1768,200-500,Plasma,H7-plasma.bam
245,1660,200-500,Plasma,H7-plasma.bam
244,1648,200-500,Plasma,H7-plasma.bam
250,1494,200-500,Plasma,H7-plasma.bam
247,1485,200-500,Plasma,H7-plasma.bam
246,1475,200-500,Plasma,H7-plasma.bam
253,1441,200-500,Plasma,H7-plasma.bam
251,1430,200-500,Plasma,H7-plasma.bam
252,1403,200-500,Plasma,H7-plasma.bam
249,1392,200-500,Plasma,H7-plasma.bam
254,1340,200-500,Plasma,H7-plasma.bam
248,1296,200-500,Plasma,H7-plasma.bam
255,1208,200-500,Plasma,H7-plasma.bam
256,1207,200-500,Plasma,H7-plasma.bam
257,1130,200-500,Plasma,H7-plasma.bam
11800969,171,>1000,Plasma,H7-plasma.bam
490235,170,>1000,Plasma,H7-plasma.bam
258,167,200-500,Plasma,H7-plasma.bam
490279,152,>1000,Plasma,H7-plasma.bam
324145,104,>1000,Plasma,H7-plasma.bam
324267,99,>1000,Plasma,H7-plasma.bam
11491950,97,>1000,Plasma,H7-plasma.bam
52,81,100-200,Plasma,H7-plasma.bam
113258,72,>1000,Plasma,H7-plasma.bam
53,66,100-200,Plasma,H7-plasma.bam
13788,64,>1000,Plasma,H7-plasma.bam
2306462,41,>1000,Plasma,H7-plasma.bam
50,41,100-200,Plasma,H7-plasma.bam
51,41,100-200,Plasma,H7-plasma.bam
42,39,100-200,Plasma,H7-plasma.bam
47,35,100-200,Plasma,H7-plasma.bam
40,32,100-200,Plasma,H7-plasma.bam
48,32,100-200,Plasma,H7-plasma.bam
36,32,100-200,Plasma,H7-plasma.bam
45144628,30,>1000,Plasma,H7-plasma.bam
49,30,100-200,Plasma,H7-plasma.bam
2788,30,>1000,Plasma,H7-plasma.bam
39,28,100-200,Plasma,H7-plasma.bam
490278,28,>1000,Plasma,H7-plasma.bam
37,27,100-200,Plasma,H7-plasma.bam
45,27,100-200,Plasma,H7-plasma.bam
46,27,100-200,Plasma,H7-plasma.bam
43,26,100-200,Plasma,H7-plasma.bam
38,25,100-200,Plasma,H7-plasma.bam
44,23,100-200,Plasma,H7-plasma.bam
41,22,100-200,Plasma,H7-plasma.bam
32,22,100-200,Plasma,H7-plasma.bam
13922,21,>1000,Plasma,H7-plasma.bam
4854260,21,>1000,Plasma,H7-plasma.bam
31,19,100-200,Plasma,H7-plasma.bam
1029,18,>1000,Plasma,H7-plasma.bam
35,18,100-200,Plasma,H7-plasma.bam
9187,17,>1000,Plasma,H7-plasma.bam
1955134,17,>1000,Plasma,H7-plasma.bam
301,17,200-500,Plasma,H7-plasma.bam
312,17,200-500,Plasma,H7-plasma.bam
33,17,100-200,Plasma,H7-plasma.bam
1600020,17,>1000,Plasma,H7-plasma.bam
316,17,200-500,Plasma,H7-plasma.bam
313,16,200-500,Plasma,H7-plasma.bam
4955399,16,>1000,Plasma,H7-plasma.bam
34,16,100-200,Plasma,H7-plasma.bam
11800873,16,>1000,Plasma,H7-plasma.bam
73032,16,>1000,Plasma,H7-plasma.bam
113257,16,>1000,Plasma,H7-plasma.bam
126804,15,>1000,Plasma,H7-plasma.bam
11800884,15,>1000,Plasma,H7-plasma.bam
11801035,15,>1000,Plasma,H7-plasma.bam
4395,15,>1000,Plasma,H7-plasma.bam
29,15,100-200,Plasma,H7-plasma.bam
470,15,200-500,Plasma,H7-plasma.bam
891892,15,>1000,Plasma,H7-plasma.bam
308,14,200-500,Plasma,H7-plasma.bam
135789,14,>1000,Plasma,H7-plasma.bam
310,14,200-500,Plasma,H7-plasma.bam
2,14,100-200,Plasma,H7-plasma.bam
309,14,200-500,Plasma,H7-plasma.bam
2904,13,>1000,Plasma,H7-plasma.bam
488,13,200-500,Plasma,H7-plasma.bam
21,13,100-200,Plasma,H7-plasma.bam
113260,12,>1000,Plasma,H7-plasma.bam
31538,12,>1000,Plasma,H7-plasma.bam
11800883,12,>1000,Plasma,H7-plasma.bam
45529816,12,>1000,Plasma,H7-plasma.bam
28,12,100-200,Plasma,H7-plasma.bam
298,12,200-500,Plasma,H7-plasma.bam
477,12,200-500,Plasma,H7-plasma.bam
304,12,200-500,Plasma,H7-plasma.bam
305,11,200-500,Plasma,H7-plasma.bam
11800862,11,>1000,Plasma,H7-plasma.bam
891953,11,>1000,Plasma,H7-plasma.bam
841362,11,>1000,Plasma,H7-plasma.bam
322,11,200-500,Plasma,H7-plasma.bam
314,11,200-500,Plasma,H7-plasma.bam
483,11,200-500,Plasma,H7-plasma.bam
30,11,100-200,Plasma,H7-plasma.bam
303,11,200-500,Plasma,H7-plasma.bam
11800923,11,>1000,Plasma,H7-plasma.bam
5,11,100-200,Plasma,H7-plasma.bam
476,10,200-500,Plasma,H7-plasma.bam
489,10,200-500,Plasma,H7-plasma.bam
306,10,200-500,Plasma,H7-plasma.bam
113259,10,>1000,Plasma,H7-plasma.bam
480,10,200-500,Plasma,H7-plasma.bam
2306646,10,>1000,Plasma,H7-plasma.bam
268,10,200-500,Plasma,H7-plasma.bam
23,10,100-200,Plasma,H7-plasma.bam
331,10,200-500,Plasma,H7-plasma.bam
11800929,10,>1000,Plasma,H7-plasma.bam
318,10,200-500,Plasma,H7-plasma.bam
